benchmark_id,label,source_id,split
ASB04_000152,1,SRC001,train
ASB04_000153,1,SRC001,test
ASB04_000154,1,SRC001,test
ASB04_000155,1,SRC001,train
ASB04_000156,1,SRC001,validation
ASB04_000157,1,SRC001,train
ASB04_000158,1,SRC010,train
ASB04_000159,1,SRC010,test
ASB04_000160,1,SRC010,test
ASB04_000161,1,SRC010,train
ASB04_000162,1,SRC001,test
ASB04_000163,1,SRC001,test
ASB04_000164,1,SRC010,validation
ASB04_000165,1,SRC001,train
ASB04_000166,1,SRC001,train
ASB04_000167,1,SRC009,test
ASB04_000168,1,SRC010,train
ASB04_000169,1,SRC009,train
ASB04_000170,1,SRC010,train
ASB04_000171,1,SRC010,train
ASB04_000172,1,SRC010,train
ASB04_000173,1,SRC001,train
ASB04_000174,1,SRC001,test
ASB04_000175,1,SRC001,test
ASB04_000176,1,SRC010,train
ASB04_000177,1,SRC001,train
ASB04_000178,1,SRC001,train
ASB04_000179,1,SRC001,train
ASB04_000180,1,SRC010,train
ASB04_000181,1,SRC002,train
ASB04_000182,1,SRC013,train
ASB04_000183,1,SRC010,validation
ASB04_000184,1,SRC001,train
ASB04_000185,1,SRC010,train
ASB04_000186,1,SRC010,train
ASB04_000187,1,SRC001,train
ASB04_000188,1,SRC009,test
ASB04_000189,1,SRC001,train
ASB04_000190,1,SRC010,test
ASB04_000191,1,SRC001,train
ASB04_000192,1,SRC009,train
ASB04_000193,1,SRC001,train
ASB04_000194,1,SRC001,test
ASB04_000195,1,SRC013,validation
ASB04_000196,1,SRC009,train
ASB04_000197,1,SRC001,train
ASB04_000198,1,SRC010,test
ASB04_000199,1,SRC001,train
ASB04_000200,1,SRC001,train
ASB04_000201,1,SRC010,test
ASB04_000202,1,SRC010,test
ASB04_000203,1,SRC010,train
ASB04_000204,1,SRC009,train
ASB04_000205,1,SRC010,test
ASB04_000206,1,SRC010,test
ASB04_000207,1,SRC010,train
ASB04_000208,1,SRC001,validation
ASB04_000209,1,SRC010,train
ASB04_000210,1,SRC010,train
ASB04_000211,1,SRC010,train
ASB04_000212,1,SRC010,train
ASB04_000213,1,SRC010,train
ASB04_000214,1,SRC012,train
ASB04_000215,1,SRC002,train
ASB04_000216,1,SRC001,validation
ASB04_000217,1,SRC001,train
ASB04_000218,1,SRC001,train
ASB04_000219,1,SRC010,train
ASB04_000220,1,SRC010,train
ASB04_000221,1,SRC010,train
ASB04_000222,1,SRC010,train
ASB04_000223,1,SRC001,train
ASB04_000224,1,SRC010,train
ASB04_000225,1,SRC010,train
ASB04_000226,1,SRC009,train
ASB04_000227,1,SRC001,test
ASB04_000228,1,SRC010,train
ASB04_000229,1,SRC001,train
ASB04_000230,1,SRC010,train
ASB04_000231,1,SRC001,train
ASB04_000232,1,SRC010,train
ASB04_000233,1,SRC004,validation
ASB04_000234,1,SRC001,train
ASB04_000235,1,SRC010,test
ASB04_000236,1,SRC001,train
ASB04_000237,1,SRC010,validation
ASB04_000238,1,SRC009,test
ASB04_000239,1,SRC010,train
ASB04_000240,1,SRC010,train
ASB04_000241,1,SRC001,train
ASB04_000242,1,SRC010,validation
ASB04_000243,1,SRC010,train
ASB04_000244,1,SRC001,test
ASB04_000245,1,SRC010,test
ASB04_000246,1,SRC009,train
ASB04_000247,1,SRC001,test
ASB04_000248,1,SRC010,train
ASB04_000249,1,SRC010,train
ASB04_000250,1,SRC001,train
ASB04_000251,1,SRC010,train
ASB04_000252,1,SRC010,train
ASB04_000253,1,SRC001,train
ASB04_000254,1,SRC010,test
ASB04_000255,1,SRC001,train
ASB04_000256,1,SRC001,train
ASB04_000257,1,SRC013,test
ASB04_000258,1,SRC001,train
ASB04_000259,1,SRC001,test
ASB04_000260,1,SRC010,train
ASB04_000261,1,SRC001,train
ASB04_000262,1,SRC001,test
ASB04_000263,1,SRC009,train
ASB04_000264,1,SRC010,train
ASB04_000265,1,SRC001,test
ASB04_000266,1,SRC010,train
ASB04_000267,1,SRC010,validation
ASB04_000268,1,SRC010,train
ASB04_000269,1,SRC010,train
ASB04_000270,1,SRC010,test
ASB04_000271,1,SRC010,test
ASB04_000272,1,SRC010,validation
ASB04_000273,1,SRC001,train
ASB04_000274,1,SRC001,train
ASB04_000275,1,SRC009,train
ASB04_000276,1,SRC010,train
ASB04_000277,1,SRC010,validation
ASB04_000278,1,SRC001,test
ASB04_000279,1,SRC001,validation
ASB04_000280,1,SRC001,train
ASB04_000281,1,SRC001,validation
ASB04_000282,1,SRC001,train
ASB04_000283,1,SRC010,test
ASB04_000284,1,SRC001,train
ASB04_000285,1,SRC001,train
ASB04_000286,1,SRC001,test
ASB04_000287,1,SRC001,train
ASB04_000288,1,SRC006,train
ASB04_000289,1,SRC010,train
ASB04_000290,1,SRC001,test
ASB04_000291,1,SRC009,train
ASB04_000292,1,SRC001,train
ASB04_000293,1,SRC001,train
ASB04_000294,1,SRC005,train
ASB04_000295,1,SRC010,train
ASB04_000296,1,SRC001,train
ASB04_000297,1,SRC001,train
ASB04_000298,1,SRC013,train
ASB04_000299,1,SRC010,train
ASB04_000300,1,SRC010,validation
ASB04_000301,1,SRC001,train
ASB04_000302,1,SRC013,test
ASB04_000303,1,SRC012,train
ASB04_000304,1,SRC010,train
ASB04_000305,1,SRC001,train
ASB04_000306,1,SRC010,validation
ASB04_000307,1,SRC009,train
ASB04_000308,1,SRC010,train
ASB04_000309,1,SRC001,train
ASB04_000310,1,SRC009,test
ASB04_000311,1,SRC010,train
ASB04_000312,1,SRC010,train
ASB04_000313,1,SRC010,train
ASB04_000314,1,SRC012,validation
ASB04_000315,1,SRC010,train
ASB04_000316,1,SRC010,train
ASB04_000317,1,SRC001,train
ASB04_000318,1,SRC001,train
ASB04_000319,1,SRC001,train
ASB04_000320,1,SRC001,train
ASB04_000321,1,SRC009,train
ASB04_000322,1,SRC009,train
ASB04_000323,1,SRC009,train
ASB04_000324,1,SRC001,train
ASB04_000325,1,SRC001,train
ASB04_000326,1,SRC009,train
ASB04_000327,1,SRC001,train
ASB04_000328,1,SRC010,train
ASB04_000329,1,SRC010,train
ASB04_000330,1,SRC001,train
ASB04_000331,1,SRC001,train
ASB04_000332,1,SRC010,validation
ASB04_000333,1,SRC001,train
ASB04_000334,1,SRC001,train
ASB04_000335,1,SRC001,train
ASB04_000336,1,SRC001,train
ASB04_000337,1,SRC010,train
ASB04_000338,1,SRC010,train
ASB04_000339,1,SRC001,train
ASB04_000340,1,SRC001,train
ASB04_000341,1,SRC001,test
ASB04_000342,1,SRC001,test
ASB04_000343,1,SRC010,test
ASB04_000344,1,SRC010,test
ASB04_000345,1,SRC001,train
ASB04_000346,1,SRC010,train
ASB04_000347,1,SRC009,train
ASB04_000348,1,SRC009,train
ASB04_000349,1,SRC009,train
ASB04_000350,1,SRC010,train
ASB04_000351,1,SRC001,train
ASB04_000352,1,SRC001,train
ASB04_000353,1,SRC001,train
ASB04_000354,1,SRC001,train
ASB04_000355,1,SRC001,train
ASB04_000356,1,SRC001,validation
ASB04_000357,1,SRC010,validation
ASB04_000358,1,SRC001,test
ASB04_000359,1,SRC001,test
ASB04_000360,1,SRC001,validation
ASB04_000361,1,SRC010,train
ASB04_000362,1,SRC009,test
ASB04_000363,1,SRC010,train
ASB04_000364,1,SRC010,test
ASB04_000365,1,SRC001,test
ASB04_000366,1,SRC010,test
ASB04_000367,1,SRC010,train
ASB04_000368,1,SRC001,train
ASB04_000369,1,SRC001,test
ASB04_000370,1,SRC010,test
ASB04_000371,1,SRC001,test
ASB04_000372,1,SRC001,train
ASB04_000373,1,SRC010,train
ASB04_000374,1,SRC001,train
ASB04_000375,1,SRC009,validation
ASB04_000376,1,SRC001,train
ASB04_000377,1,SRC009,train
ASB04_000378,1,SRC010,validation
ASB04_000379,1,SRC001,train
ASB04_000380,1,SRC001,train
ASB04_000381,1,SRC010,train
ASB04_000382,1,SRC010,train
ASB04_000383,1,SRC001,test
ASB04_000384,1,SRC001,validation
ASB04_000385,1,SRC010,train
ASB04_000386,1,SRC010,train
ASB04_000387,1,SRC010,validation
ASB04_000388,1,SRC001,train
ASB04_000389,1,SRC013,train
ASB04_000390,1,SRC001,validation
ASB04_000391,1,SRC009,train
ASB04_000392,1,SRC010,train
ASB04_000393,1,SRC010,test
ASB04_000394,1,SRC001,train
ASB04_000395,1,SRC010,train
ASB04_000396,1,SRC010,train
ASB04_000397,1,SRC010,test
ASB04_000398,1,SRC010,train
ASB04_000399,1,SRC010,test
ASB04_000400,1,SRC001,validation
ASB04_000401,1,SRC010,train
ASB04_000402,1,SRC001,train
ASB04_000403,1,SRC001,train
ASB04_000404,1,SRC001,train
ASB04_000405,1,SRC010,train
ASB04_000406,1,SRC001,validation
ASB04_000407,1,SRC010,test
ASB04_000408,1,SRC001,test
ASB04_000409,1,SRC009,train
ASB04_000410,1,SRC001,train
ASB04_000411,1,SRC010,train
ASB04_000412,1,SRC001,train
ASB04_000413,1,SRC010,train
ASB04_000414,1,SRC010,validation
ASB04_000415,1,SRC010,train
ASB04_000416,1,SRC010,train
ASB04_000417,1,SRC010,train
ASB04_000418,1,SRC001,train
ASB04_000419,1,SRC001,train
ASB04_000420,1,SRC010,test
ASB04_000421,1,SRC010,train
ASB04_000422,1,SRC001,train
ASB04_000423,1,SRC001,train
ASB04_000424,1,SRC010,test
ASB04_000425,1,SRC001,test
ASB04_000426,1,SRC001,train
ASB04_000427,1,SRC009,train
ASB04_000428,1,SRC001,train
ASB04_000429,1,SRC010,train
ASB04_000430,1,SRC010,train
ASB04_000431,1,SRC010,train
ASB04_000432,1,SRC001,validation
ASB04_000433,1,SRC001,train
ASB04_000434,1,SRC001,train
ASB04_000435,1,SRC010,train
ASB04_000436,1,SRC001,train
ASB04_000437,1,SRC009,test
ASB04_000438,1,SRC001,train
ASB04_000439,1,SRC002,train
ASB04_000440,1,SRC012,train
ASB04_000441,1,SRC001,train
ASB04_000442,1,SRC001,test
ASB04_000443,1,SRC001,test
ASB04_000444,1,SRC001,train
ASB04_000445,1,SRC001,train
ASB04_000446,1,SRC001,train
ASB04_000447,1,SRC010,train
ASB04_000448,1,SRC001,train
ASB04_000449,1,SRC001,validation
ASB04_000450,1,SRC001,train
ASB04_000451,1,SRC006,train
ASB04_000452,1,SRC001,validation
ASB04_000453,1,SRC001,train
ASB04_000454,1,SRC001,train
ASB04_000455,1,SRC010,train
ASB04_000456,1,SRC013,train
ASB04_000457,1,SRC010,test
ASB04_000458,1,SRC012,train
ASB04_000459,1,SRC010,train
ASB04_000460,1,SRC010,test
ASB04_000461,1,SRC010,validation
ASB04_000462,1,SRC001,train
ASB04_000463,1,SRC001,train
ASB04_000464,1,SRC010,train
ASB04_000465,1,SRC001,validation
ASB04_000466,1,SRC001,train
ASB04_000467,1,SRC001,train
ASB04_000468,1,SRC009,train
ASB04_000469,1,SRC001,train
ASB04_000470,1,SRC010,train
ASB04_000471,1,SRC012,test
ASB04_000472,1,SRC001,train
ASB04_000473,1,SRC001,train
ASB04_000474,1,SRC001,train
ASB04_000475,1,SRC010,train
ASB04_000476,1,SRC009,test
ASB04_000477,1,SRC001,train
ASB04_000478,1,SRC010,train
ASB04_000479,1,SRC010,train
ASB04_000480,1,SRC010,train
ASB04_000481,1,SRC001,train
ASB04_000482,1,SRC001,train
ASB04_000483,1,SRC010,train
ASB04_000484,1,SRC001,train
ASB04_000485,1,SRC001,test
ASB04_000486,1,SRC001,train
ASB04_000487,1,SRC009,train
ASB04_000488,1,SRC001,train
ASB04_000489,1,SRC006,validation
ASB04_000490,1,SRC010,train
ASB04_000491,1,SRC010,test
ASB04_000492,1,SRC001,train
ASB04_000493,1,SRC002,validation
ASB04_000494,1,SRC001,train
ASB04_000495,1,SRC010,train
ASB04_000496,1,SRC001,train
ASB04_000497,1,SRC010,train
ASB04_000498,1,SRC009,train
ASB04_000499,1,SRC009,train
ASB04_000500,1,SRC001,validation
ASB04_000501,1,SRC001,train
ASB04_000502,1,SRC001,train
ASB04_000503,1,SRC010,train
ASB04_000504,1,SRC010,train
ASB04_000505,1,SRC010,train
ASB04_000506,1,SRC001,train
ASB04_000507,1,SRC010,train
ASB04_000508,1,SRC001,train
ASB04_000509,1,SRC010,test
ASB04_000510,1,SRC010,train
ASB04_000511,1,SRC002,train
ASB04_000512,1,SRC001,train
ASB04_000513,1,SRC001,train
ASB04_000514,1,SRC010,train
ASB04_000515,1,SRC010,test
ASB04_000516,1,SRC001,validation
ASB04_000517,1,SRC010,validation
ASB04_000518,1,SRC013,train
ASB04_000519,1,SRC001,train
ASB04_000520,1,SRC001,test
ASB04_000521,1,SRC001,validation
ASB04_000522,1,SRC010,validation
ASB04_000523,1,SRC009,validation
ASB04_000524,1,SRC006,train
ASB04_000525,1,SRC010,train
ASB04_000526,1,SRC010,train
ASB04_000527,1,SRC010,test
ASB04_000528,1,SRC001,train
ASB04_000529,1,SRC010,train
ASB04_000530,1,SRC001,train
ASB04_000531,1,SRC010,train
ASB04_000532,1,SRC001,train
ASB04_000533,1,SRC010,train
ASB04_000534,1,SRC001,train
ASB04_000535,1,SRC001,train
ASB04_000536,1,SRC002,train
ASB04_000537,1,SRC010,validation
ASB04_000538,1,SRC010,train
ASB04_000539,1,SRC001,train
ASB04_000540,1,SRC009,validation
ASB04_000541,1,SRC010,train
ASB04_000542,1,SRC009,validation
ASB04_000543,1,SRC001,validation
ASB04_000544,1,SRC001,train
ASB04_000545,1,SRC009,train
ASB04_000546,1,SRC001,test
ASB04_000547,1,SRC010,validation
ASB04_000548,1,SRC013,train
ASB04_000549,1,SRC010,train
ASB04_000550,1,SRC010,train
ASB04_000551,1,SRC013,train
ASB04_000552,1,SRC010,train
ASB04_000553,1,SRC001,train
ASB04_000554,1,SRC001,train
ASB04_000555,1,SRC010,train
ASB04_000556,1,SRC001,train
ASB04_000557,1,SRC009,train
ASB04_000558,1,SRC010,test
ASB04_000559,1,SRC009,train
ASB04_000560,1,SRC010,train
ASB04_000561,1,SRC010,test
ASB04_000562,1,SRC001,train
ASB04_000563,1,SRC010,test
ASB04_000564,1,SRC001,train
ASB04_000565,1,SRC010,train
ASB04_000566,1,SRC001,train
ASB04_000567,1,SRC001,train
ASB04_000568,1,SRC010,train
ASB04_000569,1,SRC001,train
ASB04_000570,1,SRC010,train
ASB04_000571,1,SRC010,train
ASB04_000572,1,SRC001,test
ASB04_000573,1,SRC001,test
ASB04_000574,1,SRC001,train
ASB04_000575,1,SRC001,test
ASB04_000576,1,SRC010,validation
ASB04_000577,1,SRC001,train
ASB04_000578,1,SRC001,train
ASB04_000579,1,SRC001,test
ASB04_000580,1,SRC001,train
ASB04_000581,1,SRC001,validation
ASB04_000582,1,SRC001,test
ASB04_000583,1,SRC009,train
ASB04_000584,1,SRC010,train
ASB04_000585,1,SRC010,train
ASB04_000586,1,SRC010,train
ASB04_000587,1,SRC013,train
ASB04_000588,1,SRC001,test
ASB04_000589,1,SRC001,train
ASB04_000590,1,SRC001,train
ASB04_000591,1,SRC001,train
ASB04_000592,1,SRC010,train
ASB04_000593,1,SRC001,train
ASB04_000594,1,SRC001,validation
ASB04_000595,1,SRC013,train
ASB04_000596,1,SRC001,test
ASB04_000597,1,SRC002,train
ASB04_000598,1,SRC010,validation
ASB04_000599,1,SRC001,train
ASB04_000600,1,SRC001,train
ASB04_000601,1,SRC001,test
ASB04_000602,1,SRC010,train
ASB04_000603,1,SRC001,train
ASB04_000604,1,SRC009,train
ASB04_000605,1,SRC005,train
ASB04_000606,1,SRC001,train
ASB04_000607,1,SRC001,train
ASB04_000608,1,SRC010,train
ASB04_000609,1,SRC001,test
ASB04_000610,1,SRC010,train
ASB04_000611,1,SRC001,test
ASB04_000612,1,SRC001,train
ASB04_000613,1,SRC001,test
ASB04_000614,1,SRC010,train
ASB04_000615,1,SRC010,test
ASB04_000616,1,SRC001,train
ASB04_000617,1,SRC001,train
ASB04_000618,1,SRC009,train
ASB04_000619,1,SRC010,train
ASB04_000620,1,SRC010,test
ASB04_000621,1,SRC001,train
ASB04_000622,1,SRC009,train
ASB04_000623,1,SRC010,train
ASB04_000624,1,SRC010,train
ASB04_000625,1,SRC010,train
ASB04_000626,1,SRC010,train
ASB04_000627,1,SRC001,train
ASB04_000628,1,SRC001,train
ASB04_000629,1,SRC012,test
ASB04_000630,1,SRC009,train
ASB04_000631,1,SRC001,validation
ASB04_000632,1,SRC001,test
ASB04_000633,1,SRC010,test
ASB04_000634,1,SRC010,train
ASB04_000635,1,SRC010,train
ASB04_000636,1,SRC010,train
ASB04_000637,1,SRC010,train
ASB04_000638,1,SRC010,train
ASB04_000639,1,SRC013,train
ASB04_000640,1,SRC001,validation
ASB04_000641,1,SRC009,train
ASB04_000642,1,SRC010,train
ASB04_000643,1,SRC010,train
ASB04_000644,1,SRC010,test
ASB04_000645,1,SRC001,train
ASB04_000646,1,SRC009,test
ASB04_000647,1,SRC009,test
ASB04_000648,1,SRC010,train
ASB04_000649,1,SRC010,train
ASB04_000650,1,SRC001,train
ASB04_000651,1,SRC001,train
ASB04_000652,1,SRC001,test
ASB04_000653,1,SRC010,train
ASB04_000654,1,SRC001,train
ASB04_000655,1,SRC001,train
ASB04_000656,1,SRC010,train
ASB04_000657,1,SRC010,validation
ASB04_000658,1,SRC010,train
ASB04_000659,1,SRC001,test
ASB04_000660,1,SRC001,test
ASB04_000661,1,SRC001,test
ASB04_000662,1,SRC010,validation
ASB04_000663,1,SRC010,train
ASB04_000664,1,SRC001,validation
ASB04_000665,1,SRC001,train
ASB04_000666,1,SRC001,train
ASB04_000667,1,SRC010,test
ASB04_000668,1,SRC001,test
ASB04_000669,1,SRC001,train
ASB04_000670,1,SRC001,test
ASB04_000671,1,SRC001,train
ASB04_000672,1,SRC001,test
ASB04_000673,1,SRC010,train
ASB04_000674,1,SRC010,train
ASB04_000675,1,SRC010,validation
ASB04_000676,1,SRC009,train
ASB04_000677,1,SRC010,train
ASB04_000678,1,SRC001,train
ASB04_000679,1,SRC001,train
ASB04_000680,1,SRC001,train
ASB04_000681,1,SRC010,validation
ASB04_000682,1,SRC006,train
ASB04_000683,1,SRC013,train
ASB04_000684,1,SRC010,train
ASB04_000685,1,SRC010,train
ASB04_000686,1,SRC001,test
ASB04_000687,1,SRC001,train
ASB04_000688,1,SRC009,test
ASB04_000689,1,SRC010,train
ASB04_000690,1,SRC010,test
ASB04_000691,1,SRC010,train
ASB04_000692,1,SRC009,train
ASB04_000693,1,SRC001,validation
ASB04_000694,1,SRC001,train
ASB04_000695,1,SRC001,train
ASB04_000696,1,SRC010,test
ASB04_000697,1,SRC010,train
ASB04_000698,1,SRC001,test
ASB04_000699,1,SRC001,train
ASB04_000700,1,SRC001,validation
ASB04_000701,1,SRC001,train
ASB04_000702,1,SRC010,train
ASB04_000703,1,SRC010,test
ASB04_000704,1,SRC001,test
ASB04_000705,1,SRC001,train
ASB04_000706,1,SRC001,train
ASB04_000707,1,SRC001,train
ASB04_000708,1,SRC010,validation
ASB04_000709,1,SRC001,train
ASB04_000710,1,SRC010,train
ASB04_000711,1,SRC010,train
ASB04_000712,1,SRC010,train
ASB04_000713,1,SRC001,train
ASB04_000714,1,SRC001,train
ASB04_000715,1,SRC010,test
ASB04_000716,1,SRC010,train
ASB04_000717,1,SRC010,train
ASB04_000718,1,SRC001,train
ASB04_000719,1,SRC009,train
ASB04_000720,1,SRC001,validation
ASB04_000721,1,SRC012,train
ASB04_000722,1,SRC010,train
ASB04_000723,1,SRC001,train
ASB04_000724,1,SRC001,validation
ASB04_000725,1,SRC001,train
ASB04_000726,1,SRC001,train
ASB04_000727,1,SRC001,test
ASB04_000728,1,SRC010,validation
ASB04_000729,1,SRC010,train
ASB04_000730,1,SRC010,test
ASB04_000731,1,SRC010,train
ASB04_000732,1,SRC010,train
ASB04_000733,1,SRC010,train
ASB04_000734,1,SRC001,train
ASB04_000735,1,SRC001,train
ASB04_000736,1,SRC010,train
ASB04_000737,1,SRC001,train
ASB04_000738,1,SRC001,train
ASB04_000739,1,SRC001,train
ASB04_000740,1,SRC001,test
ASB04_000741,1,SRC001,train
ASB04_000742,1,SRC001,train
ASB04_000743,1,SRC011,train
ASB04_000744,1,SRC010,train
ASB04_000745,1,SRC001,train
ASB04_000746,1,SRC001,train
ASB04_000747,1,SRC001,train
ASB04_000748,1,SRC010,train
ASB04_000749,1,SRC010,train
ASB04_000750,1,SRC001,train
ASB04_000751,1,SRC009,train
ASB04_000752,1,SRC009,train
ASB04_000753,1,SRC001,train
ASB04_000754,1,SRC013,train
ASB04_000755,1,SRC013,train
ASB04_000756,1,SRC001,train
ASB04_000757,1,SRC002,train
ASB04_000758,1,SRC010,train
ASB04_000759,1,SRC001,train
ASB04_000760,1,SRC001,train
ASB04_000761,1,SRC009,train
ASB04_000762,1,SRC009,train
ASB04_000763,1,SRC010,train
ASB04_000764,1,SRC009,train
ASB04_000765,1,SRC010,train
ASB04_000766,1,SRC010,train
ASB04_000767,1,SRC009,train
ASB04_000768,1,SRC010,test
ASB04_000769,1,SRC010,train
ASB04_000770,1,SRC001,test
ASB04_000771,1,SRC010,test
ASB04_000772,1,SRC001,validation
ASB04_000773,1,SRC010,validation
ASB04_000774,1,SRC001,train
ASB04_000775,1,SRC010,train
ASB04_000776,1,SRC001,validation
ASB04_000777,1,SRC010,train
ASB04_000778,1,SRC010,train
ASB04_000779,1,SRC010,validation
ASB04_000780,1,SRC001,train
ASB04_000781,1,SRC001,test
ASB04_000782,1,SRC001,validation
ASB04_000783,1,SRC001,train
ASB04_000784,1,SRC001,train
ASB04_000785,1,SRC001,train
ASB04_000786,1,SRC001,validation
ASB04_000787,1,SRC001,train
ASB04_000788,1,SRC010,train
ASB04_000789,1,SRC009,test
ASB04_000790,1,SRC002,train
ASB04_000791,1,SRC009,train
ASB04_000792,1,SRC010,train
ASB04_000793,1,SRC001,test
ASB04_000794,1,SRC010,train
ASB04_000795,1,SRC010,train
ASB04_000796,1,SRC010,train
ASB04_000797,1,SRC001,test
ASB04_000798,1,SRC010,train
ASB04_000799,1,SRC010,train
ASB04_000800,1,SRC010,train
ASB04_000801,1,SRC010,train
ASB04_000802,1,SRC001,train
ASB04_000803,1,SRC001,train
ASB04_000804,1,SRC001,train
ASB04_000805,1,SRC001,train
ASB04_000806,1,SRC009,train
ASB04_000807,1,SRC010,train
ASB04_000808,1,SRC010,train
ASB04_000809,1,SRC001,train
ASB04_000810,1,SRC001,train
ASB04_000811,1,SRC010,train
ASB04_000812,1,SRC010,train
ASB04_000813,1,SRC010,train
ASB04_000814,1,SRC010,train
ASB04_000815,1,SRC010,train
ASB04_000816,1,SRC001,train
