source_id,source_artifact_id,provided_internal_id,frozen_canonical_id,benchmark_id,canonical_id,benchmark_identity_if_any,package_relative_path,recovered,complete,mapping_confidence,in_scope_current_master,cross_source_overlap,source_release_membership,benchmark_primary_membership,source_release_only,release_fidelity,package_tree_sha256,sanitized_package_tree_sha256,package_archive_sha256,secret_review_status,exact_public_candidate,sanitized_public_candidate,blocked,files_modified,notes
SRC002,rest_330:tailadmin-patterns,rest_330:tailadmin-patterns,UASSB_00028223,ASB04_001880,UASSB_00028223,ASB04_001880,packages/rest_330/tailadmin-patterns,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,9d1aeec2a1bd401e6692836a53ccfc48e605ade45242e47cfe9c8955f67afad3,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,rest_342:using-superpowers,rest_342:using-superpowers,UASSB_00028320,ASB04_003947,UASSB_00028320,ASB04_003947,packages/rest_342/using-superpowers,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,1baa2e332762c349723f9b24c4c46c9417a32d403d54f07f5ccd64aa2f338727,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,rest_416:developer-growth-analysis,rest_416:developer-growth-analysis,UASSB_00029094,ASB04_003838,UASSB_00029094,ASB04_003838,packages/rest_416/developer-growth-analysis,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,086251c6eafe499e5e3ab38303028e332c74bf98fec4e4884f69537026b02775,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,rest_422:legacy_v1,rest_422:legacy_v1,UASSB_00029371,ASB04_002518,UASSB_00029371,ASB04_002518,packages/rest_422/legacy_v1,yes,yes,HIGH,yes,no,true,true,no,SANITIZED_NOT_BIT_IDENTICAL,19967304be662f21538e216125dc9a0bce7e7ed93b913d8aba411a90c76bbcc8,63d27156a533206f014187e45341a892c077a9adf7f56814e50346ee8df1e3eb,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,SANITIZED_REAL_OR_LIKELY_REAL_SECRET,no,yes,no,SESSION_STATE.md,explicit task authorization; sanitized candidate excludes original credential-bearing bytes
SRC002,rest_658:vercel-deploy,rest_658:vercel-deploy,UASSB_00031018,ASB04_006027,UASSB_00031018,ASB04_006027,packages/rest_658/vercel-deploy,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,ffa8415144ba132498522a4a2c17ea036e0a6d9a160bfce975633bcbb9b4e1d3,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,rest_73:project-init,rest_73:project-init,UASSB_00031462,ASB04_000774,UASSB_00006661,ASB04_000774,packages/rest_73/project-init,yes,yes,HIGH,yes,yes,true,true,yes,EXACT_TO_PRESERVED_SNAPSHOT,65014b97ccc2aedb280c01f75c2ac480c2b798078e66fd819f4f2eb9290b8b15,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,accepted author-provided historical snapshot; cross-source duplicate retained in source release and mapped to explicit primary benchmark identity
SRC002,rest_889:privilege-escalation-methods,rest_889:privilege-escalation-methods,UASSB_00032398,ASB04_005142,UASSB_00006619,ASB04_005142,packages/rest_889/privilege-escalation-methods,yes,yes,HIGH,yes,yes,true,true,yes,EXACT_TO_PRESERVED_SNAPSHOT,1b98ec24e337c77ae8b9f1b89e5d65d8c00deb2c9ea54682af048bef8cc2c34a,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,accepted author-provided historical snapshot; cross-source duplicate retained in source release and mapped to explicit primary benchmark identity
SRC002,smp_10280:flow-nexus-swarm,smp_10280:flow-nexus-swarm,UASSB_00035249,ASB04_006882,UASSB_00035249,ASB04_006882,packages/smp_10280/flow-nexus-swarm,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,258d34b5d1522ab30d2336f96e6912291fda25a47e3d87edee40c8705d782ae7,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,smp_1139:bsa-brainstorm,smp_1139:bsa-brainstorm,UASSB_00036601,ASB04_001441,UASSB_00036601,ASB04_001441,packages/smp_1139/bsa-brainstorm,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,781c274e96a08891e2cdc5e062def71b184ccb684cecc11914da245eb5f4d2fb,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,smp_1160:hacs,smp_1160:hacs,UASSB_00036763,ASB04_004548,UASSB_00036763,ASB04_004548,packages/smp_1160/hacs,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,7b4d34e217fc60962675b29a4d9d470dc35a02dc4b1314d21f5ed951fb7096d5,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,smp_1535:jetaasc-newsletter,smp_1535:jetaasc-newsletter,UASSB_00039219,ASB04_000086,UASSB_00039219,ASB04_000086,packages/smp_1535/jetaasc-newsletter,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,a27e4641ec99ad294ec7e37b892724be322ea5df5ec41837432cd2012e552dff,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,smp_170:acorns,smp_170:acorns,UASSB_00040665,ASB04_001487,UASSB_00040665,ASB04_001487,packages/smp_170/acorns,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,25aa5c5131b97957a3a8184504c7a9cfda549271b9e69c469034faf4806a6b31,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,smp_170:adobesign,smp_170:adobesign,UASSB_00040670,ASB04_006076,UASSB_00040670,ASB04_006076,packages/smp_170/adobesign,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,83a16d3e78a21c311d2cfb19f52c3b32fdf37334ceb9989b00261707ceaea659,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,smp_170:american-airlines,smp_170:american-airlines,UASSB_00040681,ASB04_003622,UASSB_00040681,ASB04_003622,packages/smp_170/american-airlines,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,476d185f88dbeec36666fd19ca1d55edae893efba8a8341b772a2973714cca6e,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,smp_170:amtrak,smp_170:amtrak,UASSB_00040683,ASB04_000954,UASSB_00040683,ASB04_000954,packages/smp_170/amtrak,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,eb9de8abfeef0c4f25f5d5162939178866cd8ed29b930feecd0665ea2bd1ebe3,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,smp_170:apple-music,smp_170:apple-music,UASSB_00040689,ASB04_004287,UASSB_00040689,ASB04_004287,packages/smp_170/apple-music,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,e343e158e792920ed2aa7d188ba6be61914df5b017c940c3d8abe1819b352999,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,smp_170:apple-tv-plus,smp_170:apple-tv-plus,UASSB_00040691,ASB04_006405,UASSB_00040691,ASB04_006405,packages/smp_170/apple-tv-plus,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,eda54da185689f28fcd8f2f2c2bd984744788f5ef8862e8fa86e25304ab7fd01,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,smp_170:audible,smp_170:audible,UASSB_00040694,ASB04_005517,UASSB_00040694,ASB04_005517,packages/smp_170/audible,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,487dd45fe1d2f5d097b3814299d51bb2e8cd2c9aa31e16795eb6a43b6339bf44,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,smp_170:autotrader,smp_170:autotrader,UASSB_00040696,ASB04_006437,UASSB_00040696,ASB04_006437,packages/smp_170/autotrader,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,a382e81f8b233e96b1bfdf4219c7b9002583886c368e35bcb822f984ab619d36,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,smp_170:behance,smp_170:behance,UASSB_00040703,ASB04_006361,UASSB_00040703,ASB04_006361,packages/smp_170/behance,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,82a9e96c11a7a9e2d64ef2db3c32fd59c3da284d5678cde7243820b3256c4701,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,smp_170:brilliant,smp_170:brilliant,UASSB_00040715,ASB04_000493,UASSB_00040715,ASB04_000493,packages/smp_170/brilliant,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,1a5ac62d4392f7c80a3b3517d5bf51e2b85b1595fcdbf3823c378169bd9d87ad,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,smp_170:care-com,smp_170:care-com,UASSB_00040728,ASB04_000034,UASSB_00040728,ASB04_000034,packages/smp_170/care-com,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,ad9853b69fcdf3ef42cf1d20aeb7404a41dcef28ffe570362b5cde7baf05944f,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,smp_170:carfax,smp_170:carfax,UASSB_00040729,ASB04_002580,UASSB_00040729,ASB04_002580,packages/smp_170/carfax,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,f96e3e1a238b8f1d463c2e259c901805b0af54d52e308461ba30818053a2902d,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,smp_170:caviar,smp_170:caviar,UASSB_00040734,ASB04_006709,UASSB_00040734,ASB04_006709,packages/smp_170/caviar,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,47d11cb23eede0dadf089ce05d3342f57a7c98332830afb880e60a0c5e9e3ab4,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,smp_170:compass,smp_170:compass,UASSB_00040747,ASB04_002068,UASSB_00040747,ASB04_002068,packages/smp_170/compass,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,07d744be165fab33c9e63a91bae26fbcfb5cb14596a776c57c45368c6fdfc69f,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,smp_170:coursera,smp_170:coursera,UASSB_00040756,ASB04_003470,UASSB_00040756,ASB04_003470,packages/smp_170/coursera,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,c6466890fe5f711b0e3280e0dc25e75167c5caea2e7177f36aef72392b13a0a1,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,smp_170:crunchyroll,smp_170:crunchyroll,UASSB_00040761,ASB04_003462,UASSB_00040761,ASB04_003462,packages/smp_170/crunchyroll,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,d4e36d646f1b6fd6c74b03780f9e5afbf08fbc0aae16e28cd1be10ffaa11eb16,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,smp_170:digitalocean,smp_170:digitalocean,UASSB_00040772,ASB04_001477,UASSB_00040772,ASB04_001477,packages/smp_170/digitalocean,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,bee6db9ff9d1273abeb8fa1ae8430ee3c788f1bb9cef197c5692a384abebb476,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,smp_170:discord-nitro,smp_170:discord-nitro,UASSB_00040774,ASB04_002563,UASSB_00040774,ASB04_002563,packages/smp_170/discord-nitro,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,356f6a0b956360c6a1050d9ef3e737f3aebed3d70dedb3eeb38c6a18f3d8e060,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,smp_170:docusign,smp_170:docusign,UASSB_00040776,ASB04_003855,UASSB_00040776,ASB04_003855,packages/smp_170/docusign,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,2cf14d8763fac3b932bbec58ff5d28ce11c467f490fd988e5fbf0e4f0782938d,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,smp_170:expedia,smp_170:expedia,UASSB_00040792,ASB04_007242,UASSB_00040792,ASB04_007242,packages/smp_170/expedia,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,b3ce0649f7cabb536e9cb71927dc5c0700bbfa6e5392c9c3e7ec16d97ffeaa70,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,smp_170:facebook,smp_170:facebook,UASSB_00040794,ASB04_002538,UASSB_00040794,ASB04_002538,packages/smp_170/facebook,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,e52bf08959923017882e73da33ce96d3ddaac53ccb99ce536e0b5d92b39fa6e3,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,smp_170:favor,smp_170:favor,UASSB_00040797,ASB04_005231,UASSB_00040797,ASB04_005231,packages/smp_170/favor,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,0d631350323a25bfd30786642354d3f8af1c3fdd2816b7531ef1f14bf8971950,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,smp_170:fidelity,smp_170:fidelity,UASSB_00040799,ASB04_001156,UASSB_00040799,ASB04_001156,packages/smp_170/fidelity,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,e61ce864c94f4f02a5d8ca2fccec833e4d3f2e56f11b64387e1002e022fe8ea6,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,smp_170:firebase,smp_170:firebase,UASSB_00040801,ASB04_006979,UASSB_00040801,ASB04_006979,packages/smp_170/firebase,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,a9fbded86956434769a5957d73a5ec9ec5cf8c932101d784bb4c7ed3138b2a0a,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,smp_170:freshsales,smp_170:freshsales,UASSB_00040809,ASB04_002754,UASSB_00040809,ASB04_002754,packages/smp_170/freshsales,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,fa5b85255ccf793e98f7d67d8199ee371f70142e5cb37f923d00106960554e47,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
