benchmark_id,canonical_id,source_id,source_artifact_id,package_archive,package_relative_path,package_status,release_fidelity,package_tree_sha256,package_archive_sha256,benchmark_primary_membership,source_release_membership
ASB04_002010,UASSB_00026246,SRC002,rest_3016:test-strategy,SRC002_packages.tar.gz,packages/rest_3016/test-strategy,available,EXACT_TO_PRESERVED_SNAPSHOT,ec4377c08280b6bb28051e773921d5e76484850ec20e7e7331784d06ebcffa42,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_002647,UASSB_00026286,SRC002,rest_3018:e2e-validator,SRC002_packages.tar.gz,packages/rest_3018/e2e-validator,available,EXACT_TO_PRESERVED_SNAPSHOT,f8e4803a2b5a872eb965111e8b33361c54398517be208b40a1e1949b369529a5,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_003321,UASSB_00027125,SRC002,rest_3103:github-code-review,SRC002_packages.tar.gz,packages/rest_3103/github-code-review,available,EXACT_TO_PRESERVED_SNAPSHOT,6bb471f8451b4ff4c8b12ec402f767bc0b116ab5795cdcc640432772b02c8209,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_001880,UASSB_00028223,SRC002,rest_330:tailadmin-patterns,SRC002_packages.tar.gz,packages/rest_330/tailadmin-patterns,available,EXACT_TO_PRESERVED_SNAPSHOT,9d1aeec2a1bd401e6692836a53ccfc48e605ade45242e47cfe9c8955f67afad3,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_003947,UASSB_00028320,SRC002,rest_342:using-superpowers,SRC002_packages.tar.gz,packages/rest_342/using-superpowers,available,EXACT_TO_PRESERVED_SNAPSHOT,1baa2e332762c349723f9b24c4c46c9417a32d403d54f07f5ccd64aa2f338727,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_003838,UASSB_00029094,SRC002,rest_416:developer-growth-analysis,SRC002_packages.tar.gz,packages/rest_416/developer-growth-analysis,available,EXACT_TO_PRESERVED_SNAPSHOT,086251c6eafe499e5e3ab38303028e332c74bf98fec4e4884f69537026b02775,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_002518,UASSB_00029371,SRC002,rest_422:legacy_v1,SRC002_packages.tar.gz,packages/rest_422/legacy_v1,available,SANITIZED_NOT_BIT_IDENTICAL,63d27156a533206f014187e45341a892c077a9adf7f56814e50346ee8df1e3eb,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_006027,UASSB_00031018,SRC002,rest_658:vercel-deploy,SRC002_packages.tar.gz,packages/rest_658/vercel-deploy,available,EXACT_TO_PRESERVED_SNAPSHOT,ffa8415144ba132498522a4a2c17ea036e0a6d9a160bfce975633bcbb9b4e1d3,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_000774,UASSB_00006661,SRC002,rest_73:project-init,SRC002_packages.tar.gz,packages/rest_73/project-init,available,EXACT_TO_PRESERVED_SNAPSHOT,65014b97ccc2aedb280c01f75c2ac480c2b798078e66fd819f4f2eb9290b8b15,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_005142,UASSB_00006619,SRC002,rest_889:privilege-escalation-methods,SRC002_packages.tar.gz,packages/rest_889/privilege-escalation-methods,available,EXACT_TO_PRESERVED_SNAPSHOT,1b98ec24e337c77ae8b9f1b89e5d65d8c00deb2c9ea54682af048bef8cc2c34a,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_006882,UASSB_00035249,SRC002,smp_10280:flow-nexus-swarm,SRC002_packages.tar.gz,packages/smp_10280/flow-nexus-swarm,available,EXACT_TO_PRESERVED_SNAPSHOT,258d34b5d1522ab30d2336f96e6912291fda25a47e3d87edee40c8705d782ae7,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_001441,UASSB_00036601,SRC002,smp_1139:bsa-brainstorm,SRC002_packages.tar.gz,packages/smp_1139/bsa-brainstorm,available,EXACT_TO_PRESERVED_SNAPSHOT,781c274e96a08891e2cdc5e062def71b184ccb684cecc11914da245eb5f4d2fb,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_004548,UASSB_00036763,SRC002,smp_1160:hacs,SRC002_packages.tar.gz,packages/smp_1160/hacs,available,EXACT_TO_PRESERVED_SNAPSHOT,7b4d34e217fc60962675b29a4d9d470dc35a02dc4b1314d21f5ed951fb7096d5,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_000086,UASSB_00039219,SRC002,smp_1535:jetaasc-newsletter,SRC002_packages.tar.gz,packages/smp_1535/jetaasc-newsletter,available,EXACT_TO_PRESERVED_SNAPSHOT,a27e4641ec99ad294ec7e37b892724be322ea5df5ec41837432cd2012e552dff,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_001487,UASSB_00040665,SRC002,smp_170:acorns,SRC002_packages.tar.gz,packages/smp_170/acorns,available,EXACT_TO_PRESERVED_SNAPSHOT,25aa5c5131b97957a3a8184504c7a9cfda549271b9e69c469034faf4806a6b31,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_006076,UASSB_00040670,SRC002,smp_170:adobesign,SRC002_packages.tar.gz,packages/smp_170/adobesign,available,EXACT_TO_PRESERVED_SNAPSHOT,83a16d3e78a21c311d2cfb19f52c3b32fdf37334ceb9989b00261707ceaea659,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_003622,UASSB_00040681,SRC002,smp_170:american-airlines,SRC002_packages.tar.gz,packages/smp_170/american-airlines,available,EXACT_TO_PRESERVED_SNAPSHOT,476d185f88dbeec36666fd19ca1d55edae893efba8a8341b772a2973714cca6e,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_000954,UASSB_00040683,SRC002,smp_170:amtrak,SRC002_packages.tar.gz,packages/smp_170/amtrak,available,EXACT_TO_PRESERVED_SNAPSHOT,eb9de8abfeef0c4f25f5d5162939178866cd8ed29b930feecd0665ea2bd1ebe3,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_004287,UASSB_00040689,SRC002,smp_170:apple-music,SRC002_packages.tar.gz,packages/smp_170/apple-music,available,EXACT_TO_PRESERVED_SNAPSHOT,e343e158e792920ed2aa7d188ba6be61914df5b017c940c3d8abe1819b352999,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_006405,UASSB_00040691,SRC002,smp_170:apple-tv-plus,SRC002_packages.tar.gz,packages/smp_170/apple-tv-plus,available,EXACT_TO_PRESERVED_SNAPSHOT,eda54da185689f28fcd8f2f2c2bd984744788f5ef8862e8fa86e25304ab7fd01,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_005517,UASSB_00040694,SRC002,smp_170:audible,SRC002_packages.tar.gz,packages/smp_170/audible,available,EXACT_TO_PRESERVED_SNAPSHOT,487dd45fe1d2f5d097b3814299d51bb2e8cd2c9aa31e16795eb6a43b6339bf44,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_006437,UASSB_00040696,SRC002,smp_170:autotrader,SRC002_packages.tar.gz,packages/smp_170/autotrader,available,EXACT_TO_PRESERVED_SNAPSHOT,a382e81f8b233e96b1bfdf4219c7b9002583886c368e35bcb822f984ab619d36,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_006361,UASSB_00040703,SRC002,smp_170:behance,SRC002_packages.tar.gz,packages/smp_170/behance,available,EXACT_TO_PRESERVED_SNAPSHOT,82a9e96c11a7a9e2d64ef2db3c32fd59c3da284d5678cde7243820b3256c4701,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_000493,UASSB_00040715,SRC002,smp_170:brilliant,SRC002_packages.tar.gz,packages/smp_170/brilliant,available,EXACT_TO_PRESERVED_SNAPSHOT,1a5ac62d4392f7c80a3b3517d5bf51e2b85b1595fcdbf3823c378169bd9d87ad,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_000034,UASSB_00040728,SRC002,smp_170:care-com,SRC002_packages.tar.gz,packages/smp_170/care-com,available,EXACT_TO_PRESERVED_SNAPSHOT,ad9853b69fcdf3ef42cf1d20aeb7404a41dcef28ffe570362b5cde7baf05944f,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_002580,UASSB_00040729,SRC002,smp_170:carfax,SRC002_packages.tar.gz,packages/smp_170/carfax,available,EXACT_TO_PRESERVED_SNAPSHOT,f96e3e1a238b8f1d463c2e259c901805b0af54d52e308461ba30818053a2902d,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_006709,UASSB_00040734,SRC002,smp_170:caviar,SRC002_packages.tar.gz,packages/smp_170/caviar,available,EXACT_TO_PRESERVED_SNAPSHOT,47d11cb23eede0dadf089ce05d3342f57a7c98332830afb880e60a0c5e9e3ab4,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_002068,UASSB_00040747,SRC002,smp_170:compass,SRC002_packages.tar.gz,packages/smp_170/compass,available,EXACT_TO_PRESERVED_SNAPSHOT,07d744be165fab33c9e63a91bae26fbcfb5cb14596a776c57c45368c6fdfc69f,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_003470,UASSB_00040756,SRC002,smp_170:coursera,SRC002_packages.tar.gz,packages/smp_170/coursera,available,EXACT_TO_PRESERVED_SNAPSHOT,c6466890fe5f711b0e3280e0dc25e75167c5caea2e7177f36aef72392b13a0a1,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_003462,UASSB_00040761,SRC002,smp_170:crunchyroll,SRC002_packages.tar.gz,packages/smp_170/crunchyroll,available,EXACT_TO_PRESERVED_SNAPSHOT,d4e36d646f1b6fd6c74b03780f9e5afbf08fbc0aae16e28cd1be10ffaa11eb16,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_001477,UASSB_00040772,SRC002,smp_170:digitalocean,SRC002_packages.tar.gz,packages/smp_170/digitalocean,available,EXACT_TO_PRESERVED_SNAPSHOT,bee6db9ff9d1273abeb8fa1ae8430ee3c788f1bb9cef197c5692a384abebb476,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_002563,UASSB_00040774,SRC002,smp_170:discord-nitro,SRC002_packages.tar.gz,packages/smp_170/discord-nitro,available,EXACT_TO_PRESERVED_SNAPSHOT,356f6a0b956360c6a1050d9ef3e737f3aebed3d70dedb3eeb38c6a18f3d8e060,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_003855,UASSB_00040776,SRC002,smp_170:docusign,SRC002_packages.tar.gz,packages/smp_170/docusign,available,EXACT_TO_PRESERVED_SNAPSHOT,2cf14d8763fac3b932bbec58ff5d28ce11c467f490fd988e5fbf0e4f0782938d,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_007242,UASSB_00040792,SRC002,smp_170:expedia,SRC002_packages.tar.gz,packages/smp_170/expedia,available,EXACT_TO_PRESERVED_SNAPSHOT,b3ce0649f7cabb536e9cb71927dc5c0700bbfa6e5392c9c3e7ec16d97ffeaa70,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_002538,UASSB_00040794,SRC002,smp_170:facebook,SRC002_packages.tar.gz,packages/smp_170/facebook,available,EXACT_TO_PRESERVED_SNAPSHOT,e52bf08959923017882e73da33ce96d3ddaac53ccb99ce536e0b5d92b39fa6e3,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_005231,UASSB_00040797,SRC002,smp_170:favor,SRC002_packages.tar.gz,packages/smp_170/favor,available,EXACT_TO_PRESERVED_SNAPSHOT,0d631350323a25bfd30786642354d3f8af1c3fdd2816b7531ef1f14bf8971950,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_001156,UASSB_00040799,SRC002,smp_170:fidelity,SRC002_packages.tar.gz,packages/smp_170/fidelity,available,EXACT_TO_PRESERVED_SNAPSHOT,e61ce864c94f4f02a5d8ca2fccec833e4d3f2e56f11b64387e1002e022fe8ea6,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_006979,UASSB_00040801,SRC002,smp_170:firebase,SRC002_packages.tar.gz,packages/smp_170/firebase,available,EXACT_TO_PRESERVED_SNAPSHOT,a9fbded86956434769a5957d73a5ec9ec5cf8c932101d784bb4c7ed3138b2a0a,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_002754,UASSB_00040809,SRC002,smp_170:freshsales,SRC002_packages.tar.gz,packages/smp_170/freshsales,available,EXACT_TO_PRESERVED_SNAPSHOT,fa5b85255ccf793e98f7d67d8199ee371f70142e5cb37f923d00106960554e47,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_004834,UASSB_00040812,SRC002,smp_170:funimation,SRC002_packages.tar.gz,packages/smp_170/funimation,available,EXACT_TO_PRESERVED_SNAPSHOT,a1cb508ce81feee69c21b164366eac518ed9e9b8338e3c9f16fb8cee6151554c,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_006745,UASSB_00040816,SRC002,smp_170:geforce-now,SRC002_packages.tar.gz,packages/smp_170/geforce-now,available,EXACT_TO_PRESERVED_SNAPSHOT,1d9e7c73853d3e8c460c7c24d32d817b0bf23a8ee9c4b961b26ede7e3e911eb0,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_002118,UASSB_00040832,SRC002,smp_170:google-analytics,SRC002_packages.tar.gz,packages/smp_170/google-analytics,available,EXACT_TO_PRESERVED_SNAPSHOT,4e292eeb97e534611ff999c5c7763b795f2ebb18ba3b999fafb49f1a730d2025,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_003260,UASSB_00040844,SRC002,smp_170:google-news,SRC002_packages.tar.gz,packages/smp_170/google-news,available,EXACT_TO_PRESERVED_SNAPSHOT,02f3048795abf12214ca5d546e5baffb1702edbb37619584d024a7d105428dd3,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_000181,UASSB_00040853,SRC002,smp_170:grammarly,SRC002_packages.tar.gz,packages/smp_170/grammarly,available,EXACT_TO_PRESERVED_SNAPSHOT,8b41fa87cbe75f5c069db377305311d9cd25ecdc90ef7ba58cee5379555e1f19,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_004894,UASSB_00040857,SRC002,smp_170:grubhub,SRC002_packages.tar.gz,packages/smp_170/grubhub,available,EXACT_TO_PRESERVED_SNAPSHOT,20763654474182a77c7b8cb4aae8d96521b4d35cce4c7d1664972f20e4bf8a28,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_003859,UASSB_00040861,SRC002,smp_170:hashnode,SRC002_packages.tar.gz,packages/smp_170/hashnode,available,EXACT_TO_PRESERVED_SNAPSHOT,c8cd3e0df7109e9b27089bcc4e3db058a56528621c1a6cba20bd5ba765b2081e,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_004634,UASSB_00040870,SRC002,smp_170:hemingway,SRC002_packages.tar.gz,packages/smp_170/hemingway,available,EXACT_TO_PRESERVED_SNAPSHOT,145bf58ab259e669c783750878b618864807151c5bbf2f29e123e015675e6eec,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_005883,UASSB_00040872,SRC002,smp_170:heygen,SRC002_packages.tar.gz,packages/smp_170/heygen,available,EXACT_TO_PRESERVED_SNAPSHOT,a50792bdfed519f0ef3240d651f22df395db4983056a185cf6f36464ebd89416,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_002485,UASSB_00040873,SRC002,smp_170:homeadvisor,SRC002_packages.tar.gz,packages/smp_170/homeadvisor,available,EXACT_TO_PRESERVED_SNAPSHOT,4bb0fba58239111cce6a3b17e179cbef5d169b920d08683505e03a8f5fab762f,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_003162,UASSB_00040879,SRC002,smp_170:humble-bundle,SRC002_packages.tar.gz,packages/smp_170/humble-bundle,available,EXACT_TO_PRESERVED_SNAPSHOT,edaf8058ce9f285e981df14c1a58bb02cdac3e0ff191636216564f1b3c0d9d34,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_005967,UASSB_00040880,SRC002,smp_170:hungryroot,SRC002_packages.tar.gz,packages/smp_170/hungryroot,available,EXACT_TO_PRESERVED_SNAPSHOT,15f4590179d903092d11d0e45f667361c7c1cbf7a4515dbdd8d229688b67049e,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_006895,UASSB_00040882,SRC002,smp_170:indeed,SRC002_packages.tar.gz,packages/smp_170/indeed,available,EXACT_TO_PRESERVED_SNAPSHOT,7f652ded58276fb84436e00bdad355411e85ff9623b19ee0297c231797ca0b97,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_001723,UASSB_00040888,SRC002,smp_170:invision,SRC002_packages.tar.gz,packages/smp_170/invision,available,EXACT_TO_PRESERVED_SNAPSHOT,db33c717beecf4b4760ae06398bbae830d742b9cd4017eab7e417fe9757df1be,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_005835,UASSB_00040890,SRC002,smp_170:itch-io,SRC002_packages.tar.gz,packages/smp_170/itch-io,available,EXACT_TO_PRESERVED_SNAPSHOT,b7f4cc79e2b87481d6abc684e6da7cd57b6c42a7d546504d82dc0f1bfd75f42b,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_000597,UASSB_00040894,SRC002,smp_170:kayak,SRC002_packages.tar.gz,packages/smp_170/kayak,available,EXACT_TO_PRESERVED_SNAPSHOT,ae87cb3bb4d310452f98a6b6c7deab7a6ec0a017426f9342676b1c08f1e613e4,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_006185,UASSB_00040897,SRC002,smp_170:kindle,SRC002_packages.tar.gz,packages/smp_170/kindle,available,EXACT_TO_PRESERVED_SNAPSHOT,62e07188c1a650c58bcd148cc0a266251ea52cc338294137d4231b1a936f52fc,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_003145,UASSB_00040900,SRC002,smp_170:labcorp,SRC002_packages.tar.gz,packages/smp_170/labcorp,available,EXACT_TO_PRESERVED_SNAPSHOT,dfb8d778fffb0fa701025ec336bbedfd380812a1445083af59f4de312b88571e,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_004290,UASSB_00040904,SRC002,smp_170:lawpay,SRC002_packages.tar.gz,packages/smp_170/lawpay,available,EXACT_TO_PRESERVED_SNAPSHOT,00c9f1ca2f63039753fe35d377cb561f7f3023526ca06691cc36db65969de04b,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_007399,UASSB_00040909,SRC002,smp_170:linkedin,SRC002_packages.tar.gz,packages/smp_170/linkedin,available,EXACT_TO_PRESERVED_SNAPSHOT,672cdeee2e1acce5989a08ce908d973d5067200db95730579aa610b0452c074e,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_006769,UASSB_00040925,SRC002,smp_170:mdlive,SRC002_packages.tar.gz,packages/smp_170/mdlive,available,EXACT_TO_PRESERVED_SNAPSHOT,0634f44c62ad27ea67f00e9063036d7e5c034804c5fc22e6f68292fce82e5253,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_006503,UASSB_00040926,SRC002,smp_170:medium,SRC002_packages.tar.gz,packages/smp_170/medium,available,EXACT_TO_PRESERVED_SNAPSHOT,ee64267b4d8af92bef4b985b55ae08ed0029d42e4a0cf97ec667d3658dd0f216,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_003197,UASSB_00040928,SRC002,smp_170:mercury,SRC002_packages.tar.gz,packages/smp_170/mercury,available,EXACT_TO_PRESERVED_SNAPSHOT,0e93a946e9b4a89b083f8601dbaec19786f3eb419eb27d73e72cab3c3c46eb4d,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_001502,UASSB_00040957,SRC002,smp_170:newegg,SRC002_packages.tar.gz,packages/smp_170/newegg,available,EXACT_TO_PRESERVED_SNAPSHOT,73355eb9d3e653e2cdff57e9c783bac0bb73c51882efcca7f6a339610a5a901b,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_006713,UASSB_00040959,SRC002,smp_170:nextdoor,SRC002_packages.tar.gz,packages/smp_170/nextdoor,available,EXACT_TO_PRESERVED_SNAPSHOT,b6720ecea80e3615f1e8a04f207ec41afd7cb1b26eb70de876ed05da645667ba,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
ASB04_001437,UASSB_00040960,SRC002,smp_170:nike-run-club,SRC002_packages.tar.gz,packages/smp_170/nike-run-club,available,EXACT_TO_PRESERVED_SNAPSHOT,c5fd3230f50ec6b6d6f5db1108a7c41950384026bff831664958fe10364e7ada,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,true,true
